% For a more comprehensive dataset with many more features check out the "Yacht/Motorboat Pricing Data (10,000+ listings)" dataset.
% Link below:
% https://www.kaggle.com/artemkorottchenko/large-boatyacht-pricing-dataset
% Context
% What are the most important features in determining the price of a new or used aircraft? Is it the aircraft type? Year? Manufacturer? Other characteristics? 
% This is one of many questions regarding the used/new aircraft markets I hope to answer with this dataset. 
% The dataset contains over 2000 aircraft that are for sale around the world. The data was scraped during July of 2020.
% Content
% The data was scraped from various websites using the Scrapy framework for Python. 
% Scrapy script:
% https://github.com/akorott/Aircraft-Scrapy-Script.git
% Content scraped:
%
% New/Used
% Price  
% Currency (USD, EUR, GBP)
% Category
% Year
% Make
% Model
% Location
% Serial number
% Registration number
% Total hours
% Engine 1 hours 
% Engine 2 hours 
% Prop 1 hours
% Prop 2 hours
% Total Seats
% Flight Rules
% National Origin
%
% Keep in mind that the data was scraped from 2 different sources. Some of the data (New/Used, Engine 1 hours, Engine 2 hours, Prop 1 hours, Prop 2 hours, Total Seats, Flight Rules) was only easily accessible on one source, thus is missing for part of the dataset. 
% FAQ
% Flight Rules: Visual Flight Rules (VFR) VS Instrument Flight Rules (IFR). In a nutshell, an aircraft equipped with IFR is one where a pilot can fully navigate an aircraft using instruments in the cockpit. Any aircraft flying over 18,000 feet, by law, has to be equipped with IFR equipment.
% BTH - Beyond the Horizon - according to my research, BTH means that an aircraft is equipped with a radar, but doesn't fully meet IFR criteria.
% VFR - (https://en.wikipedia.org/wiki/Visual_flight_rules)
% IFR - (https://en.wikipedia.org/wiki/Instrument_flight_rules)
% Some of the acronyms used within total hours, engine 1, engine 2, prop 1, prop 2 columns:
% SMOH - Since major overhaul
% SNEW - Since new
% SPOH - Since prop overhaul
% SFOH - Since factory overhaul (more reliable)
% SOH - Since overhaul
% STOH - Since top overhaul
% SFRM - Since factory re-manufactured
% Thank you for checking out this dataset and happy kaggling!  
@RELATION Aircraft-Pricing-Dataset

@ATTRIBUTE Condition STRING
@ATTRIBUTE Price STRING
@ATTRIBUTE Currency STRING
@ATTRIBUTE Category STRING
@ATTRIBUTE Year STRING
@ATTRIBUTE Make STRING
@ATTRIBUTE Model STRING
@ATTRIBUTE Location STRING
@ATTRIBUTE S/N STRING
@ATTRIBUTE REG STRING
@ATTRIBUTE Total_Hours STRING
@ATTRIBUTE Engine_1_Hours STRING
@ATTRIBUTE Engine_2_Hours STRING
@ATTRIBUTE Prop_1_Hours STRING
@ATTRIBUTE Prop_2_Hours STRING
@ATTRIBUTE Total_Seats REAL
@ATTRIBUTE Flight_Rules STRING
@ATTRIBUTE National_Origin STRING

@DATA
Used,'269,900 ',USD,'Single Engine Piston',2002,'PIPER AIRCRAFT','SARATOGA II TC (1998 - 2008)','Lexington,\n                           KY\n                           USA',3257291,N691MA,1443,'1443 SNEW',?,'1443 SNEW',?,?,?,'United States'
Used,'260,000 ',USD,'Single Engine Piston',2002,'PIPER AIRCRAFT','SARATOGA II TC (1998 - 2008)','CA\n                           USA',3257280,N531PT,1140,'1140 HOURS',?,'1140 HOURS',?,6.0,IFR,'United States'
Used,'389,000 ',USD,'Multi Engine Piston',2002,'PIPER AIRCRAFT','SENECA V','Sarasota,\n                           FL\n                           USA',3449271,N5361R,?,?,?,?,?,?,?,'United States'
Used,'380,000 ',USD,'Single Engine Piston',2003,BEECHCRAFT,'A36 BONANZA 36','Tulsa,\n                           OK\n                           USA','Not Listed',N765B,'1179 SNEW','1179 SNEW',?,'1179 SNEW',?,6.0,BTH,'United States'
Used,'1,850,000 ',USD,Turboprop,2003,BEECHCRAFT,'KING AIR B200','Stockton,\n                           CA\n                           USA',BB-1821,P4-AMI,1908,'1908 SNEW','1908 SNEW','34 SPOH','34 SPOH',?,?,'United States'
Used,'239,950 ',USD,'Single Engine Piston',2003,CESSNA,'182T SKYLANE','Jackson,\n                           MS\n                           USA',18281233,N2151X,2902,'246 SFRM',?,'56 SPOH',?,4.0,IFR,'United States'
Used,'225,000 ',USD,'Single Engine Piston',2003,CESSNA,350,'Ft. Myers,\n                           FL\n                           USA',42032,N495RD,1860,'1860 SNEW',?,?,?,4.0,?,'United States'
Used,'225,000 ',USD,'Single Engine Piston',2003,CIRRUS,SR22,'Watertown,\n                           WI\n                           USA',440,N609C,1910,'904 SMOH',?,?,?,4.0,?,'United States'
?,'214,900 ',USD,'Single Engine Piston',2003,CIRRUS,SR22,'TX\n                           USA',505,N845XG,1645,'1645 HOURS',?,'1645 HOURS',?,?,?,'United States'
?,'204,900 ',USD,'Single Engine Piston',2003,CIRRUS,SR22,'Phillipsburg,\n                           OH\n                           USA',735,N270MW,3580,'3580 HOURS',?,'2207 HOURS',?,?,?,'United States'
Used,'250,000 ',USD,'Single Engine Piston',2003,CESSNA,350,'Delray Beach,\n                           FL\n                           USA',42006,N350BL,1910,120,600,120,?,4.0,IFR,'United States'
Used,'225,000 ',USD,'Single Engine Piston',2003,CESSNA,350,'Jacksonville,\n                           FL\n                           USA','Not Listed',N6501Z,1340,'1340 SNEW',?,'583 SNEW',?,4.0,IFR,'United States'
Used,'225,000 ',USD,'Single Engine Piston',2003,CESSNA,350,'Fort Myers,\n                           FL\n                           USA',42032,N495RD,?,?,?,?,?,?,?,'United States'
Used,'10,900 ',USD,'Single Engine Piston',2003,'ACRO SPORT','BABY ACE','Foley,\n                           AL\n                           USA',92443,N30051,260,'583 SMOH','229 SOH','129 SNEW',?,1.0,VFR,'United States'
Used,'140,000 ',USD,'Single Engine Piston',2003,'GLASAIR AVIATION','GLASAIR III','PALM COAST,\n                           FL\n                           USA',3114,N550P,700,?,?,'700 SNEW',?,2.0,BTH,'United States'
Used,'975,000 ',USD,'Single Engine Piston',2003,HOMEBUILT,'SPITFIRE MKIX REPLICA','Prescott,\n                           AZ\n                           USA','Not Listed','Not Listed',?,?,?,?,?,?,?,?
Used,'899,900 ',USD,Turboprop,2003,'PIPER AIRCRAFT','MERIDIAN M500','South Carolina\n                           \n                           USA',4697172,N821J,1450,'1450 SNEW',?,'126 SPOH',?,?,?,'United States'
Used,'17,500 ',USD,'Single Engine Piston',2003,PRECEPTOR,'ULTRA PUP','Winchester,\n                           VA\n                           USA',GM-5,N2945X,130,'50 SMOH',?,'50 SMOH',?,2.0,VFR,'United States'
Used,'235,000 ',USD,'Piston Helicopters',2003,'ROBINSON HELICOPTER','R44 RAVEN I','St. Augustine,\n                           FL\n                           USA',L256H,L256H,3539,?,?,?,?,4.0,?,'United States'
Used,'222,900 ',USD,'Piston Helicopters',2003,'ROBINSON HELICOPTER','R44 RAVEN II','Chilliwack,\n                           BC\n                           CAN',10064,C-GMLP,3991,?,?,?,?,4.0,VFR,'United States'
Used,'190,000 ',USD,'Single Engine Piston',2003,'SEAWIND LLC',3000,'Bottineau,\n                           ND\n                           USA',115,N824BH,55,'55 SMOH',?,'55 SPOH',?,4.0,BTH,'United States'
Used,'159,900 ',USD,'Single Engine Piston',2004,AVIAT,'HUSKY A-1B','Burlington,\n                           ON\n                           CAN',2248,C-FBEB,705,'705 SNEW',?,'100 SPOH',?,?,?,'United States'
?,'1,195,000 ',USD,Turboprop,2004,BEECHCRAFT,'KING AIR C90B','Cornelius,\n                           NC\n                           USA',LJ-1714,N422AS,2437,'2437 HOURS','2437 HOURS','2085 HOURS','2085 HOURS',?,?,'United States'
Used,'235,000 ',USD,'Single Engine Piston',2004,CESSNA,350,'Fort Myers,\n                           FL\n                           USA',42058,N772TT,1065,?,?,?,?,4.0,?,'United States'
Used,'2,580,000 ',USD,'Private Jets',2004,CESSNA,'CITATION CJ2','Laredo,\n                           TX\n                           USA',C525A-0205,N205YY,2394,'2394 SNEW','2394 SMOH',?,?,?,VFR,'United States'
Used,'369,000 ',USD,'Single Engine Piston',2004,CESSNA,T206H,'Stuart,\n                           FL\n                           USA',T20608459,N226CM,1079,'1079 SNEW',?,'1079 SNEW',?,?,IFR,'United States'
Used,'259,000 ',USD,'Single Engine Piston',2004,CIRRUS,'SR22-G2 GTS','Farmingdale,\n                           NY\n                           USA',1168,N24RF,1185,1185,?,1185,?,4.0,IFR,'United States'
Used,'239,000 ',USD,'Single Engine Piston',2004,CESSNA,350,'Sugar Grove\n                           \n                           USA',42039,N6502X,2790,'125 SMOH',?,'125 SMOH',?,4.0,BTH,'United States'
Used,'209,900 ',USD,'Single Engine Piston',2004,CESSNA,400SLX,'Lexington,\n                           KY\n                           USA',41033,N555VA,1350,'1350 SNEW',?,'18 SPOH',?,?,?,'United States'
Used,'95,900 ',USD,'Single Engine Piston',2004,'DAKOTA CUB AIRCRAFT','SUPER 18','Sauk City Airport,\n                           WI\n                           USA','Not Listed','Not Listed',89,'89 HOURS',?,?,?,2.0,?,'United States'
Used,'185,000 ',USD,'Single Engine Piston',2004,'DIAMOND AIRCRAFT INDUSTRIES','DA40-180 STAR','Peachtree CIty,\n                           GA\n                           USA',40.416,N125HA,4500,'150 SMOH',?,'150 SMOH',?,4.0,BTH,AUSTRIA
Used,'225,000 ',USD,'Single Engine Piston',2004,LANCAIR,'LEGACY RG','Watkins,\n                           CO\n                           USA','Not Listed',N927J,804,?,?,?,?,2.0,VFR,'United States'
Used,'180,000 ',USD,'Piston Helicopters',2004,'ENSTROM HELICOPTER CORPORATION','280FX SHARK','Memphis,\n                           TN\n                           USA',2104,N2992H,8288,'1406 SNEW',?,?,?,3.0,VFR,'United States'
Used,'89,900 ',USD,'Single Engine Piston',2004,'MAULE AIR',M-4-180V,'Spicewood,\n                           TX\n                           USA','Not Listed',N799ZZ,460,460,?,460,?,2.0,VFR,'United States'
Used,'159,900 ',USD,'Single Engine Piston',2004,'PIPER AIRCRAFT',ARROW,'Miami,\n                           FL\n                           USA',2844108,N514MS,8010,'880 SMOH',?,'880 SNEW',?,4.0,?,'United States'
Used,'795,000 ',USD,Turboprop,2004,'PIPER AIRCRAFT',JETPROP,'Ostend\n                           \n                           BEL',4622179,N33VM,2550,'870 SNEW',?,'870 SPOH',?,?,?,'United States'
Used,'55,000 ',USD,'Piston Helicopters',2004,'ROBINSON HELICOPTER','R22 BETA II','TN\n                           USA','Not Listed','Not Listed',8816,?,?,?,?,2.0,?,'United States'
Used,'240,000 ',USD,'Piston Helicopters',2004,'ROBINSON HELICOPTER','R44 CLIPPER II',USA,L1140G,L1140G,3282,?,?,?,?,4.0,?,'United States'
Used,'599,000 ',USD,'Single Engine Piston',2005,'PIPER AIRCRAFT','MALIBU MIRAGE','St Augustine,\n                           FL\n                           USA',4636372,N372DG,2040,'266 HOURS',?,'266 HOURS',?,?,?,'United States'
Used,'15,000 ',USD,'Single Engine Piston',2005,'RANS INC','S-12XL AIRAILE','Lakeland,\n                           FL\n                           USA',8950644,N449JP,668,'291 HOURS',?,?,?,2.0,VFR,'United States'
Used,'64,900 ',USD,'Single Engine Piston',2005,REMOS,G-3,'CA\n                           USA',164,N169BL,569,'51 SNEW',?,'51 SNEW',?,2.0,VFR,Germany
Used,'159,000 ',USD,'Piston Helicopters',2005,'ROBINSON HELICOPTER','R22 BETA II','Kodak,\n                           TN\n                           USA','Not Listed','Not Listed',5104,'711 SOH',?,'711 SOH',?,2.0,VFR,'United States'
Used,'58,000 ',USD,'Piston Helicopters',2005,'ROBINSON HELICOPTER','R22 BETA II','St Augustine,\n                           FL\n                           USA',L416B,L416B,6592,?,?,?,?,2.0,?,'United States'
Used,'125,000 ',USD,'Piston Helicopters',2005,'ROBINSON HELICOPTER','R22 BETA II','JOHN WAYNE AIRPORT SNA,\n                           CA\n                           USA',3858,540FC,1325,1325,?,?,?,2.0,VFR,'United States'
Used,'130,000 ',USD,'Piston Helicopters',2005,'ROBINSON HELICOPTER','R22 BETA II','NH\n                           USA','Not Listed','Not Listed',3715,'800 SMOH',?,?,?,?,?,'United States'
Used,'149,000 ',USD,'Piston Helicopters',2005,'ROBINSON HELICOPTER','R44 CLIPPER II','MO\n                           USA','Not Listed','Not Listed',2200,'2200 SNEW',?,'2200 SNEW',?,4.0,IFR,'United States'
Used,'39,900 ',USD,'Piston Helicopters',2005,'ROTORWAY INTERNATIONAL','EXEC 162F','Columbus Municipal Airport,\n                           IN\n                           USA',6769,N162NL,237,'235 HOURS',?,?,?,?,?,'United States'
Used,'89,000 ',USD,'Single Engine Piston',2005,'VAN\'S AIRCRAFT',RV-7/7A,'Jackson,\n                           MI\n                           USA',1,N877RV,160,'160 SNEW',?,'160 SNEW',?,?,IFR,'United States'
Used,'42,000 ',USD,'Single Engine Piston',2005,'WAG AERO',WAG-A-BOND,'QC\n                           CAN',S1165,'Not Listed',350,'350 SMOH',?,?,?,2.0,?,'United States'
Used,'199,600 ',USD,'Single Engine Piston',2006,HOMEBUILT,'NOT SPECIFIED','Smith\'s Cove,\n                           NS\n                           CAN','Not Listed','Not Listed',850,?,?,?,?,?,?,?
Used,'145,000 ',USD,'Single Engine Piston',2006,AVIAT,'HUSKY A-1B','Santa Paula,\n                           CA\n                           USA',2354,N706BH,1110,'1110 SNEW',?,'985 SNEW',?,?,?,'United States'
Used,'1,675,000 ',USD,'Private Jets',2006,BEECHCRAFT,'PREMIER IA','Jackson,\n                           MS\n                           USA',RB-141,N784MA,3055,'3055 SNEW','3055 SNEW',?,?,?,IFR,'United States'
Used,'189,000 ',USD,'Single Engine Piston',2006,CESSNA,'172R SKYHAWK','St. Louis,\n                           MO\n                           USA',17281326,N2434T,8975,'280 SMOH',?,'0 SMOH',?,4.0,IFR,'United States'
Used,'1,725,000 ',USD,Turboprop,2006,CESSNA,'CARAVAN 208 AMPHIBIAN','South St Paul,\n                           MN\n                           USA',20800402,N887ME,2228,'630 SNEW',?,'630 SNEW',?,?,?,'United States'
Used,'195,000 ',USD,'Single Engine Piston',2006,CIRRUS,SR20,'White Plains,\n                           NY\n                           USA','Not Listed',N160CP,1075,'1075 SNEW',?,?,?,4.0,IFR,'United States'
?,'174,900 ',USD,'Single Engine Piston',2006,CIRRUS,'SR20-G2 GTS','CA\n                           USA',1679,N621NT,1775,'1775 HOURS',?,'200 HOURS',?,?,?,'United States'
Used,'219,000 ',USD,'Single Engine Piston',2006,CIRRUS,'SR20-G2 GTS','Daytona Beach,\n                           FL\n                           USA',1695,N521SR,2403,'0 SMOH',?,'0 SPOH',?,4.0,?,'United States'
Used,'289,900 ',USD,'Single Engine Piston',2006,CIRRUS,'SR22 TURBO GTS','Lancaster,\n                           PA\n                           USA',2288,N335A,2340,'925 SMOH',?,'2340 SPOH',?,?,?,'United States'
Used,'275,000 ',USD,'Single Engine Piston',2006,CIRRUS,'SR22 TURBO GTS','St. Petersburg,\n                           FL\n                           USA',2279,N381SW,1228,1228,?,?,?,4.0,?,'United States'
Used,'309,000 ',USD,'Single Engine Piston',2006,CIRRUS,SR22-G2,'Kennesaw,\n                           GA\n                           USA',2044,N106EZ,2474,'145 SFRM',?,'28 SPOH',?,4.0,?,'United States'
Used,'349,995 ',USD,'Single Engine Piston',2006,CIRRUS,SR22-G2,'Smyrna,\n                           GA\n                           USA',2001,N626SR,2200,?,?,?,?,?,?,'United States'
?,'284,900 ',USD,'Single Engine Piston',2006,CIRRUS,'SR22-G2 GTS','Phillipsburg,\n                           OH\n                           USA',2013,N24LA,929,'939 HOURS',?,'385 HOURS',?,?,IFR,'United States'
Used,'279,000 ',USD,'Single Engine Piston',2006,CIRRUS,'SR22-G2 GTS','Orlando,\n                           FL\n                           USA',1950,N187SR,1040,'0 SMOH',?,'100 SPOH',?,4.0,IFR,'United States'
Used,'279,000 ',USD,'Single Engine Piston',2006,CIRRUS,SR22-GTS,USA,2045,N598SR,1230,'1230 SNEW',?,'1230 SNEW',?,4.0,?,'United States'
Used,'249,900 ',USD,'Single Engine Piston',2006,'DIAMOND AIRCRAFT INDUSTRIES','DA40 STAR','Monterey,\n                           CA\n                           USA',40.63,N26VB,820,'820 SNEW',?,'820 SNEW',?,4.0,IFR,AUSTRIA
Used,'199,500 ',USD,'Single Engine Piston',2006,'DIAMOND AIRCRAFT INDUSTRIES',DA40,'Princeton,\n                           NJ\n                           USA','Not Listed','Not Listed',2000,'600 SMOH',?,?,?,?,?,AUSTRIA
Used,'419,900 ',USD,'Multi Engine Piston',2006,'DIAMOND AIRCRAFT INDUSTRIES','DA42 TDI','Ft Lauderdale,\n                           FL\n                           USA',42.AC011,N629SA,3155,'3 SNEW','3 SNEW','153 SPOH','89 SPOH',?,?,AUSTRIA
?,'149,900 ',USD,'Single Engine Piston',2006,'DIAMOND AIRCRAFT INDUSTRIES','DA20-C1 ECLIPSE',Corvallis,C0405,N465US,4240,'1800 HOURS',?,'590 HOURS',?,?,?,AUSTRIA
Used,'215,000 ',USD,'Multi Engine Piston',2006,'DIAMOND AIRCRAFT INDUSTRIES','DA42 TWIN STAR',Newnan,42.AC016,N799DC,5023,'2700 SNEW',?,?,?,?,?,AUSTRIA
Used,'395,000 ',USD,'Single Engine Piston',2006,'FOUND AIRCRAFT CO',FBA-2C,'HAWKESBURY,\n                           ON\n                           CAN','Not Listed','Not Listed',765,'765 SNEW',?,'230 SPOH',?,?,?,Canada
Used,'2,495,000 ',USD,'Private Jets',2006,HAWKER,850XP,'Stuart,\n                           FL\n                           USA',258752,N459JL,7278,'7176 SNEW',7207,?,?,10.0,IFR,Britain
Project,'4,000 ',USD,Ultralight,2006,'NEW KOLB AIRCRAFT','FIRESTAR II','Williamstown,\n                           NJ\n                           USA',F1239,N46357,41,'41 HOURS',?,?,?,?,?,'United States'
Used,'200,000 ',USD,'Single Engine Piston',2006,LANCAIR,'LEGACY RG','Port Orange,\n                           FL\n                           USA',L2K-287,N767EM,810,'810 SNEW',?,?,?,2.0,IFR,'United States'
Used,'215,000 ',USD,'Single Engine Piston',2006,LANCAIR,'SUPER ES','Fort Mill,\n                           SC\n                           USA','Not Listed','Not Listed',906,'906 SNEW',?,'906 SNEW',?,4.0,IFR,'United States'
Used,'102,000 ',USD,'Single Engine Piston',2006,'MAULE AIR',M-4-180V,'WA\n                           USA',47008T,N180VV,496,'496 SNEW',?,'496 SNEW',?,?,?,'United States'
Used,'1,049,000 ',USD,Turboprop,2006,'PIPER AIRCRAFT','MALIBU MERIDIAN','Lubbock,\n                           TX\n                           USA',4697241,N45FF,1095,'1095 SNEW',?,'1095 SNEW',?,6.0,?,'United States'
Used,'349,500 ',USD,'Single Engine Piston',2006,'PIPER AIRCRAFT','SARATOGA II TC (1998 - 2008)','Ft Lauderdale,\n                           FL\n                           USA',3257434,N614DM,1680,'0 SMOH',?,'720 SPOH',?,?,?,'United States'
Used,'115,000 ',USD,'Piston Helicopters',2006,'ROBINSON HELICOPTER','R22 BETA II','St Augustine,\n                           FL\n                           USA',L524I,L524I,1418,?,?,?,?,2.0,?,'United States'
Used,'378,000 ',USD,'Piston Helicopters',2006,'ROBINSON HELICOPTER','R44 CLIPPER II','St Augustine,\n                           FL\n                           USA',L1264I,L1264I,2210,?,?,?,?,4.0,?,'United States'
Used,'219,900 ',USD,'Piston Helicopters',2006,'ROBINSON HELICOPTER','R44 RAVEN I','Louisburg (KLHZ),\n                           NC\n                           USA',1624,N195SK,3575,'1375 SMOH',?,?,?,?,?,'United States'
Used,'415,000 ',USD,'Piston Helicopters',2006,'ROBINSON HELICOPTER','R44 RAVEN II','St Augustine,\n                           FL\n                           USA',L1236I,L1236I,2100,?,?,?,?,4.0,?,'United States'
Used,'389,000 ',USD,'Piston Helicopters',2006,'ROBINSON HELICOPTER','R44 RAVEN II','St Augustine,\n                           FL\n                           USA',L1279I,L1279I,2774,?,?,?,?,4.0,?,'United States'
Used,'435,000 ',USD,'Piston Helicopters',2006,'ROBINSON HELICOPTER','R44 RAVEN II','Traverse City,\n                           MI\n                           USA',11134,N242MG,2200,'0 SFRM',?,?,?,4.0,IFR,'United States'
Used,'175,000 ',USD,'Single Engine Piston',2006,'SEAWIND LLC',3000,'Warren,\n                           VT\n                           USA',63,N142BW,133,'133 SMOH',?,'133 SNEW',?,4.0,IFR,'United States'
Used,'395,000 ',USD,Turboprop,2006,AYRES,S2RHG-T65,'Hayti,\n                           MO\n                           USA','Not Listed','Not Listed',4194,'4287 HOURS',?,?,?,?,?,'United States'
?,'28,000 ',USD,'Single Engine Piston',2006,ZENAIR/ZENITH,'ZODIAC CH 601 XLB','Omaha,\n                           NE\n                           USA','Not Listed','Not Listed',?,?,?,?,?,?,?,Canada
?,'69,900 ',USD,Ultralight,2007,'3XTRIM AIRCRAFT FACTORY','NAVIGATOR 600','Phillipsburg,\n                           OH\n                           USA',E61.US,N56PL,620,'620 HOURS',?,?,?,?,?,Poland
Used,'89,000 ',USD,'Single Engine Piston',2007,'AMERICAN LEGEND','CUB AL3C-100 OPEN COWL','Danville,\n                           VA\n                           USA',AL-1111,N316TJ,421,'421 SNEW',?,'421 SNEW',?,2.0,IFR,'United States'
Used,'699,000 ',USD,'Multi Engine Piston',2007,BEECHCRAFT,'58 BARON','Gordonsville,\n                           VA\n                           USA',TH-2179,N47WK,2275,'650 SMOH','650 SMOH','400 SOH','400 SOH',?,?,'United States'
?,'214,900 ',USD,'Single Engine Piston',2007,CESSNA,'182T SKYLANE','Lantana,\n                           FL\n                           USA',18281897,N21326,3900,'1672 SMOH',?,'2014 SNEW',?,4.0,?,'United States'
Used,'1,500,000 ',USD,Turboprop,2007,CESSNA,'CARAVAN 208','Calgary\n                           \n                           CAN','Not Listed',C-GHWT,1533,'1533 TSHS',?,'88 SPOH',?,?,?,'United States'
Used,'1,150,000 ',USD,'Private Jets',2007,CESSNA,'CITATION MUSTANG',USA,'Not Listed','Not Listed',1678,'1678 SNEW','1678 SNEW',?,?,?,IFR,'United States'
Used,'259,000 ',USD,'Single Engine Piston',2007,CESSNA,'T182T SKYLANE','Boise,\n                           ID\n                           USA',T18208685,N2164Y,2400,'2150 SNEW',?,'2150 SNEW',?,4.0,IFR,'United States'
Used,'175,000 ',USD,'Single Engine Piston',2007,CIRRUS,'SR20-G2 GTS',USA,1863,N150SA,3234,'1250 SMOH',?,?,?,?,?,'United States'
Used,'319,000 ',USD,'Single Engine Piston',2007,CIRRUS,'SR22 TURBO GTS','Grants Pass,\n                           OR\n                           USA',2435,N33MW,795,'795 SNEW',?,'795 SNEW',?,4.0,IFR,'United States'
Used,'299,000 ',USD,'Single Engine Piston',2007,CIRRUS,'SR22-G3 GTS','Mooresville,\n                           NC\n                           USA',2643,N434MM,1440,'1440 SNEW',?,'1440 SNEW',?,4.0,?,'United States'
Used,'315,000 ',USD,'Single Engine Piston',2007,CIRRUS,'SR22-G3 TURBO GTS','Waukesha,,\n                           WI\n                           USA',2758,N719ED,1282,'1282 SNEW',?,?,?,?,IFR,'United States'
Used,'335,000 ',USD,'Single Engine Piston',2007,CIRRUS,'SR22-G3 TURBO GTS','Henderson,\n                           NV\n                           USA',2888,N344A,760,?,?,?,?,4.0,?,'United States'
Used,'299,000 ',USD,'Single Engine Piston',2007,CIRRUS,'SR22-G3 TURBO GTS','Henderson,\n                           NV\n                           USA',2660,N171MP,1773,?,?,?,?,4.0,?,'United States'
